customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity,TechSupport
5473-HZJBO,Female,0,No,No,41,Month-to-month,Yes,Bank transfer (automatic),78.02,3226.55,Yes,No,No
1264-WNAVA,Female,0,No,No,23,One year,Yes,Mailed check,114.4,2566.8,No,No,Yes
6704-MGLIG,Female,0,No,No,48,One year,No,Electronic check,54.16,2671.1,No,Yes,No
6678-DOZEK,Female,0,No,No,54,One year,No,Credit card (automatic),43.42,2306.29,No,Yes,Yes
4838-TUBNC,Male,0,No,No,16,Two year,No,Electronic check,33.42,493.49,No,Yes,Yes
3143-ZNDCV,Male,0,No,No,61,Month-to-month,No,Bank transfer (automatic),27.49,1592.3,No,No,Yes
2655-NOSCV,Female,0,No,No,38,Month-to-month,No,Bank transfer (automatic),66.66,2561.93,Yes,Yes,Yes
4061-VHSSD,Female,0,No,No,21,Two year,No,Electronic check,117.51,2457.82,No,No,No
0656-ZRGTD,Male,0,No,Yes,23,Month-to-month,Yes,Credit card (automatic),96.96,2155.82,No,Yes,No
6591-PQBOM,Male,0,No,Yes,69,Month-to-month,No,Mailed check,25.84,1888.09,No,No,No
9608-MEFNJ,Male,0,No,Yes,46,Month-to-month,No,Electronic check,53.13,2479.15,No,No,No
3947-ERHEU,Male,0,Yes,Yes,56,Month-to-month,No,Electronic check,27.6,1582.75,Yes,Yes,No
6936-NYQFD,Female,0,No,No,2,One year,No,Credit card (automatic),76.6,161.2,Yes,No,No
9883-UQOBG,Female,0,No,No,50,Month-to-month,Yes,Credit card (automatic),30.73,1553.58,No,Yes,No
1678-EJIML,Female,0,No,Yes,53,Month-to-month,Yes,Credit card (automatic),21.92,1257.48,Yes,No,No
8517-PDZVK,Female,0,Yes,No,64,Two year,No,Electronic check,21.25,1373.79,No,Yes,Yes
8575-LVJTM,Male,1,No,No,4,Two year,Yes,Bank transfer (automatic),40.26,60.15,No,Yes,No
5962-ESZHL,Male,0,Yes,No,2,Two year,Yes,Bank transfer (automatic),87.75,265.09,No,Yes,Yes
8821-AAESL,Female,0,Yes,No,36,One year,No,Bank transfer (automatic),55.88,2005.01,No,Yes,No
7441-OTRML,Female,0,Yes,No,1,Month-to-month,Yes,Mailed check,53.09,31.16,No,Yes,Yes
0893-ADKLF,Male,0,Yes,No,44,Month-to-month,No,Electronic check,27.73,1208.62,No,No,Yes
9371-OTXRP,Male,0,No,No,61,Two year,Yes,Credit card (automatic),86.03,5191.25,No,No,No
4082-DZHRI,Male,0,No,No,50,Month-to-month,No,Credit card (automatic),72.22,3626.56,Yes,Yes,No
0706-RYJIZ,Female,0,No,No,6,Month-to-month,No,Bank transfer (automatic),24.52,99.05,No,No,No
2661-CVBGG,Male,0,Yes,Yes,3,Month-to-month,Yes,Electronic check,35.9,64.24,No,No,No
8946-XWKMH,Male,0,No,No,15,Month-to-month,No,Electronic check,66.92,1099.67,No,No,No
8299-FEXJM,Female,0,Yes,Yes,12,Month-to-month,No,Credit card (automatic),87.11,1014.99,No,No,Yes
6718-KMCEP,Female,1,Yes,No,21,Two year,Yes,Bank transfer (automatic),72.79,1584.23,No,Yes,No
4072-FMUXK,Female,0,No,No,9,One year,No,Mailed check,114.6,1062.17,No,Yes,No
9927-AAFDE,Female,0,No,No,55,Two year,Yes,Mailed check,54.87,2949.52,No,No,Yes
8105-IMKDT,Male,0,Yes,No,32,Month-to-month,Yes,Credit card (automatic),112.76,3696.28,Yes,No,No
4641-GFJEX,Male,0,Yes,No,64,Month-to-month,No,Bank transfer (automatic),89.62,5679.51,Yes,No,Yes
9707-ADVKK,Male,0,Yes,No,8,Two year,Yes,Bank transfer (automatic),114.36,826.3,No,Yes,Yes
4147-XFXVX,Female,1,No,No,53,One year,No,Credit card (automatic),80.6,4344.2,No,No,No
2785-GOGIJ,Male,0,No,No,15,Month-to-month,No,Mailed check,108.78,1660.07,No,Yes,No
4095-JAGCL,Male,0,No,No,39,Month-to-month,No,Bank transfer (automatic),83.09,3244.23,No,Yes,No
9544-TEUJV,Male,0,Yes,Yes,29,Month-to-month,Yes,Bank transfer (automatic),80.15,2296.32,No,Yes,No
1099-DMBSU,Male,0,Yes,Yes,54,Month-to-month,No,Mailed check,64.81,3500.18,Yes,Yes,No
9009-PCGXA,Female,0,No,Yes,54,Month-to-month,Yes,Credit card (automatic),78.07,4102.7,Yes,No,No
2091-OFCXH,Female,0,Yes,No,8,Month-to-month,Yes,Mailed check,52.88,402.44,Yes,No,No
5518-SGPLH,Female,0,Yes,No,55,One year,Yes,Bank transfer (automatic),83.08,4600.72,No,No,No
8360-UUXYL,Male,1,Yes,No,20,Month-to-month,No,Electronic check,64.25,1367.01,Yes,Yes,Yes
8489-ABYGZ,Female,0,Yes,No,25,Month-to-month,No,Bank transfer (automatic),43.09,1102.74,No,No,No
8881-KIYIS,Male,0,Yes,Yes,42,Month-to-month,Yes,Bank transfer (automatic),112.83,4664.09,No,No,No
6128-XCQWQ,Female,1,No,No,22,One year,Yes,Credit card (automatic),30.73,719.76,No,No,No
5569-KMVXT,Male,0,No,Yes,10,Month-to-month,No,Bank transfer (automatic),66.13,633.72,No,No,No
3858-EADNP,Male,1,Yes,No,28,Two year,Yes,Credit card (automatic),68.15,1868.27,No,No,No
8687-JBPYU,Female,0,No,No,65,One year,Yes,Credit card (automatic),83.27,5348.74,Yes,No,No
7908-RUQPO,Female,0,Yes,No,66,Two year,Yes,Bank transfer (automatic),37.47,2460.6,No,No,No
0243-YMENB,Female,0,Yes,No,8,Two year,No,Electronic check,97.06,699.97,No,Yes,No
2221-GNSBD,Male,0,Yes,Yes,59,Month-to-month,No,Bank transfer (automatic),103.44,6144.73,Yes,No,No
0046-SBIHV,Female,0,Yes,No,45,One year,Yes,Mailed check,38.66,1782.64,No,Yes,Yes
6427-KLCTC,Male,0,No,No,48,Month-to-month,Yes,Mailed check,86.81,4140.71,No,Yes,No
1228-TEIXG,Male,0,No,No,65,One year,No,Bank transfer (automatic),115.22,7509.4,No,Yes,Yes
6438-ONDDA,Female,0,No,No,40,Month-to-month,Yes,Mailed check,30.67,1240.66,No,No,No
9988-LOQAO,Female,1,No,No,25,One year,Yes,Bank transfer (automatic),42.64,1020.29,No,No,No
2502-DDJMJ,Female,0,No,Yes,18,One year,Yes,Bank transfer (automatic),45.61,921.14,No,Yes,No
2459-WXIRL,Female,1,Yes,Yes,63,Two year,No,Bank transfer (automatic),86.22,5417.32,No,No,No
2302-EFIJY,Male,1,No,No,71,One year,Yes,Credit card (automatic),50.17,3477.28,No,Yes,Yes
3307-TTCXA,Female,0,No,No,17,Month-to-month,Yes,Credit card (automatic),28.08,463.41,Yes,Yes,No
5772-JUGOK,Female,0,No,No,58,Month-to-month,Yes,Credit card (automatic),31.12,1780.56,Yes,No,No
3974-ZOJTX,Female,0,Yes,No,64,Month-to-month,Yes,Credit card (automatic),32.89,2067.61,No,Yes,No
4501-BXDEF,Female,0,No,Yes,44,Two year,Yes,Bank transfer (automatic),24.23,1142.62,Yes,No,No
5419-AIGQM,Female,0,Yes,No,30,Two year,Yes,Bank transfer (automatic),47.66,1539.81,No,No,No
1313-HWOJW,Male,0,Yes,No,72,One year,Yes,Mailed check,31.47,2301.74,No,Yes,No
0984-BENRT,Male,0,No,No,54,Month-to-month,Yes,Credit card (automatic),48.44,2651.58,Yes,Yes,No
2817-FEQWL,Male,0,Yes,Yes,3,Month-to-month,Yes,Bank transfer (automatic),114.31,384.16,Yes,No,No
3110-IXXLO,Male,1,Yes,No,38,Two year,Yes,Mailed check,92.27,3494.63,No,Yes,No
0218-ZPAHC,Male,0,Yes,No,58,Month-to-month,Yes,Electronic check,75.03,4364.78,No,No,No
3347-MQEYB,Male,1,Yes,No,36,Month-to-month,No,Mailed check,102.6,3661.16,No,No,No
5762-RJUAH,Female,0,No,Yes,37,Month-to-month,Yes,Mailed check,28.94,1100.03,No,Yes,No
8058-RGREE,Male,0,No,No,57,Month-to-month,Yes,Bank transfer (automatic),42.13,2355.82,No,No,Yes
2309-WESBL,Female,0,No,No,30,Month-to-month,No,Credit card (automatic),119.91,3631.22,No,No,Yes
1608-WRNAF,Male,1,No,No,2,Month-to-month,No,Mailed check,95.25,245.79,Yes,No,Yes
3937-XNNXZ,Female,0,Yes,No,42,Two year,No,Credit card (automatic),83.78,3440.2,No,No,No
9314-PFOJC,Male,0,No,Yes,71,Month-to-month,No,Mailed check,39.12,2754.79,Yes,No,No
6615-CDWQC,Female,0,No,Yes,60,Two year,Yes,Mailed check,42.23,2593.03,No,Yes,Yes
9273-PZKAX,Female,0,No,No,25,Month-to-month,No,Credit card (automatic),89.77,2236.89,Yes,Yes,Yes
2214-IFSBK,Female,0,Yes,Yes,50,One year,Yes,Mailed check,43.39,2200.92,No,Yes,No
5435-MANYW,Female,1,No,Yes,32,Month-to-month,Yes,Credit card (automatic),65.04,2144.32,No,Yes,Yes
5173-UFHWQ,Female,1,Yes,No,21,Month-to-month,Yes,Credit card (automatic),76.85,1461.27,No,Yes,No
3746-RVAMV,Male,0,No,Yes,33,Month-to-month,Yes,Bank transfer (automatic),105.33,3481.1,No,Yes,No
6833-XFMBM,Female,0,No,No,47,Two year,Yes,Bank transfer (automatic),33.12,1522.71,No,No,No
4696-KXWEL,Male,1,No,No,18,Month-to-month,No,Mailed check,91.3,1697.65,No,Yes,No
3742-NYLMK,Female,0,No,No,49,Month-to-month,Yes,Bank transfer (automatic),78.43,3847.5,Yes,Yes,No
4157-YJKJE,Male,0,Yes,No,32,Month-to-month,Yes,Bank transfer (automatic),49.7,1508.49,No,No,No
2815-NZRWO,Female,0,No,No,1,Month-to-month,No,Credit card (automatic),89.12,74.14,No,No,Yes
9053-ZHCEB,Male,0,No,Yes,44,Two year,Yes,Mailed check,101.73,4524.08,No,Yes,No
1576-EGAZK,Male,0,Yes,No,49,Month-to-month,Yes,Electronic check,96.73,4841.71,No,No,No
0895-FVRLC,Male,0,No,No,13,Month-to-month,No,Credit card (automatic),48.82,510.68,No,No,No
6690-IEFRV,Female,0,Yes,No,48,Two year,No,Mailed check,56.6,2823.3,No,Yes,No
5934-BOYEY,Male,0,No,Yes,41,Two year,No,Mailed check,27.92,1102.27,No,Yes,Yes
2584-ZGQXK,Male,1,Yes,Yes,38,Month-to-month,Yes,Electronic check,110.07,4168.2,Yes,No,No
4192-UUETD,Male,0,No,Yes,3,One year,Yes,Credit card (automatic),87.73,332.83,No,Yes,No
1538-HAHIO,Male,0,No,No,22,Two year,No,Mailed check,84.08,1885.37,No,No,No
8552-JJBMU,Male,0,No,No,31,Month-to-month,Yes,Mailed check,38.94,1257.93,No,No,Yes
7792-XKQBO,Female,0,No,Yes,27,Two year,No,Credit card (automatic),64.93,1796.37,No,Yes,No
8622-MNGTY,Male,0,No,No,47,Month-to-month,Yes,Mailed check,108.25,5031.51,No,Yes,No
4867-AMRUD,Female,0,Yes,No,66,Month-to-month,Yes,Electronic check,53.68,3496.36,Yes,Yes,No
3919-GRSPI,Female,0,Yes,Yes,3,Two year,Yes,Electronic check,74.71,211.03,No,Yes,No
1065-VHDHB,Female,0,Yes,No,50,Two year,No,Bank transfer (automatic),91.56,4612.84,No,Yes,Yes
6605-TFCFM,Female,0,Yes,No,34,Month-to-month,No,Electronic check,114.66,3893.58,No,No,Yes
9345-UAPZA,Female,0,No,No,72,One year,No,Mailed check,114.25,8190.56,No,Yes,No
0564-CLGUJ,Female,0,Yes,No,34,One year,No,Mailed check,61.17,2017.6,No,No,Yes
1983-VPETU,Female,0,No,No,70,Month-to-month,No,Electronic check,33.91,2361.97,No,Yes,No
2676-HWEDJ,Male,0,No,Yes,17,Month-to-month,Yes,Bank transfer (automatic),98.94,1625.91,No,No,Yes
0642-FJKJI,Female,0,No,No,22,One year,Yes,Bank transfer (automatic),82.95,1850.63,No,No,Yes
7704-DRWZY,Male,0,No,No,19,Month-to-month,No,Mailed check,61.78,1147.03,No,No,No
9694-UOISB,Female,0,No,Yes,36,Month-to-month,No,Credit card (automatic),76.42,2697.05,No,No,No
3810-BJTXA,Female,0,No,Yes,34,One year,Yes,Electronic check,88.16,3058.11,No,Yes,No
2147-JALLZ,Male,0,Yes,No,12,One year,No,Mailed check,42.43,566.55,No,No,Yes
9284-KWAJD,Female,0,No,No,51,One year,No,Bank transfer (automatic),96.71,4990.87,No,No,Yes
8446-SQLUT,Male,1,No,No,53,One year,Yes,Bank transfer (automatic),41.63,2162.04,No,Yes,No
7978-YZULB,Female,0,No,Yes,59,Month-to-month,Yes,Credit card (automatic),68.44,4022.34,No,No,No
9595-DAEHK,Female,0,No,No,28,Month-to-month,Yes,Mailed check,78.33,2191.62,No,No,Yes
3263-HYEWU,Female,1,Yes,Yes,16,Month-to-month,Yes,Credit card (automatic),103.76,1659.31,Yes,No,No
1917-CNXIF,Female,0,No,Yes,10,Two year,Yes,Electronic check,22.32,165.93,Yes,Yes,No
2368-EPDMA,Female,0,No,No,44,Month-to-month,No,Mailed check,72.43,3205.85,No,No,Yes
5472-DMXZV,Male,0,No,Yes,53,Month-to-month,Yes,Credit card (automatic),57.68,3045.86,Yes,No,Yes
0132-ZERLE,Female,0,Yes,No,14,One year,Yes,Electronic check,117.72,1667.47,No,No,Yes
6979-VCJSC,Female,0,No,No,18,Two year,Yes,Credit card (automatic),56.81,901.12,No,Yes,No
6625-GAGBJ,Female,1,No,Yes,28,Month-to-month,Yes,Credit card (automatic),64.13,1714.22,No,No,Yes
4096-UAAXZ,Female,0,No,No,49,Two year,No,Mailed check,38.56,1865.32,No,No,No
4236-HTYJE,Female,0,Yes,Yes,14,Month-to-month,Yes,Credit card (automatic),53.56,780.13,Yes,No,No
9175-OWAKQ,Female,0,No,No,17,Month-to-month,Yes,Credit card (automatic),101.81,1796.44,No,Yes,No
3499-UQXEH,Male,0,Yes,No,66,One year,No,Electronic check,108.63,7132.31,No,No,Yes
2584-OIPUS,Female,0,Yes,Yes,51,Two year,No,Credit card (automatic),62.4,3199.84,No,No,Yes
7816-UBAVI,Male,0,No,No,31,Month-to-month,No,Mailed check,87.46,2740.88,Yes,No,No
2221-ZAMUM,Female,1,Yes,No,21,Month-to-month,Yes,Credit card (automatic),90.44,1839.22,No,No,Yes
4308-HXOTU,Female,0,Yes,No,27,Two year,Yes,Bank transfer (automatic),28.27,730.52,No,Yes,No
4181-VONHP,Female,0,No,No,46,Month-to-month,No,Credit card (automatic),117.5,5397.17,No,Yes,Yes
7077-PFOZA,Male,0,No,No,72,Month-to-month,Yes,Electronic check,65.23,4656.56,Yes,No,No
9261-VBNZT,Male,0,Yes,No,11,Month-to-month,No,Mailed check,53.93,461.28,No,No,No
7260-XATJW,Male,0,No,No,37,Month-to-month,No,Electronic check,75.07,2761.84,No,Yes,No
2423-VMZIE,Female,1,No,No,25,One year,Yes,Bank transfer (automatic),106.69,2631.94,Yes,No,No
6397-NHMDD,Female,1,No,Yes,46,Two year,Yes,Electronic check,43.66,1939.93,Yes,Yes,No
2948-NMXYJ,Female,0,No,No,47,Two year,Yes,Credit card (automatic),88.04,4107.07,No,Yes,No
5388-LQXTB,Male,1,Yes,No,34,One year,No,Electronic check,73.48,2561.13,No,Yes,No
2659-VLYDM,Male,0,Yes,No,39,Two year,No,Mailed check,31.3,1184.17,No,No,No
7072-HWPMX,Female,1,Yes,No,0,One year,Yes,Bank transfer (automatic),29.53,0.0,Yes,No,Yes
3607-FXOXF,Female,0,Yes,No,68,Month-to-month,Yes,Bank transfer (automatic),76.81,5220.35,Yes,No,No
2412-NKGKA,Male,0,No,Yes,52,Month-to-month,No,Electronic check,28.3,1359.74,Yes,Yes,No
3162-KYACW,Female,0,No,Yes,27,Month-to-month,No,Credit card (automatic),74.78,2011.02,Yes,No,No
5832-KOTQN,Female,0,Yes,No,29,Two year,No,Electronic check,22.69,717.63,No,No,No
8034-XOJED,Female,0,No,Yes,48,One year,Yes,Mailed check,104.3,5072.17,No,No,Yes
6327-FTWBU,Female,1,No,No,44,Month-to-month,Yes,Bank transfer (automatic),50.41,2199.39,Yes,No,No
7862-JOQXP,Male,1,No,No,15,One year,No,Bank transfer (automatic),99.99,1434.01,No,Yes,No
1464-XFKNL,Female,0,No,No,40,Month-to-month,Yes,Credit card (automatic),68.82,2751.61,No,No,No
3444-CNMIG,Male,0,No,No,23,Month-to-month,No,Credit card (automatic),115.93,2594.02,No,Yes,No
6614-YAPVI,Male,0,No,No,64,Month-to-month,Yes,Bank transfer (automatic),70.5,4526.05,No,Yes,No
5377-VRCXJ,Male,0,Yes,No,29,One year,No,Bank transfer (automatic),23.15,722.78,No,No,Yes
7959-EINAG,Female,0,No,No,59,Month-to-month,Yes,Credit card (automatic),92.03,5396.96,Yes,No,Yes
1507-PPEED,Male,0,Yes,No,20,One year,Yes,Electronic check,108.97,2179.44,No,Yes,Yes
8495-MGQIE,Female,0,No,Yes,64,Month-to-month,Yes,Credit card (automatic),37.07,2336.68,Yes,No,No
7888-AKXLU,Female,0,No,Yes,50,Month-to-month,Yes,Mailed check,88.17,4551.16,No,Yes,No
5124-XXGHA,Male,0,No,Yes,30,One year,Yes,Electronic check,100.91,3069.75,No,Yes,Yes
4587-CSELH,Female,0,No,No,60,One year,Yes,Credit card (automatic),73.7,4423.9,No,No,Yes
3011-ZKOZA,Female,0,No,Yes,20,Month-to-month,No,Mailed check,54.68,1062.27,No,No,Yes
5405-CHPCL,Female,0,Yes,Yes,37,Month-to-month,No,Bank transfer (automatic),95.63,3502.06,No,No,No
3982-GLTQU,Female,0,Yes,No,55,Month-to-month,Yes,Bank transfer (automatic),44.81,2525.39,No,Yes,No
6300-FAFTX,Female,0,No,No,37,One year,Yes,Electronic check,48.85,1854.64,No,No,Yes
9075-CETJE,Male,1,No,No,8,One year,Yes,Bank transfer (automatic),65.43,560.65,No,Yes,No
1823-QMTVS,Female,0,No,No,36,Month-to-month,Yes,Electronic check,64.19,2258.95,Yes,No,No
2393-MDYAV,Male,0,No,No,23,Month-to-month,Yes,Electronic check,74.35,1695.43,No,No,Yes
0499-OYDBD,Male,0,No,Yes,37,One year,Yes,Bank transfer (automatic),86.76,3184.57,No,Yes,Yes
2024-KDCBF,Female,0,Yes,No,61,Month-to-month,No,Electronic check,96.07,5840.46,Yes,No,No
9062-JYOTW,Male,0,Yes,Yes,44,Month-to-month,No,Mailed check,79.64,3583.49,No,No,No
3635-BXSJX,Female,1,Yes,No,20,One year,Yes,Credit card (automatic),106.01,2174.66,No,No,Yes
7114-CDXIF,Female,1,Yes,No,26,Two year,Yes,Mailed check,117.79,3058.43,No,No,No
3162-WKZXD,Female,0,No,No,0,Month-to-month,No,Credit card (automatic),43.36,0.0,No,No,No
8836-PYPQN,Female,0,No,No,29,Month-to-month,No,Mailed check,85.05,2522.18,Yes,No,No
7990-XHUPV,Male,0,No,No,33,Two year,No,Bank transfer (automatic),46.67,1505.42,No,No,Yes
3391-QBWDU,Female,0,No,No,1,Month-to-month,No,Mailed check,96.5,103.05,No,Yes,Yes
7878-TBFPH,Female,0,Yes,Yes,12,Month-to-month,No,Bank transfer (automatic),79.03,1023.48,No,Yes,Yes
1061-ORTAI,Male,0,Yes,No,55,Month-to-month,Yes,Mailed check,82.99,4529.95,Yes,No,No
8202-TJBVN,Female,0,Yes,No,2,Month-to-month,Yes,Credit card (automatic),107.07,204.6,Yes,Yes,Yes
2373-NWTXM,Female,0,Yes,No,43,One year,No,Electronic check,46.57,1986.62,No,No,No
8958-JROJY,Male,0,No,No,49,One year,No,Bank transfer (automatic),58.56,2827.98,No,No,No
2764-TXDPL,Male,1,No,Yes,30,Month-to-month,Yes,Credit card (automatic),40.7,1250.98,No,Yes,No
4680-EDQQA,Female,1,No,Yes,46,Month-to-month,Yes,Mailed check,64.46,2943.78,No,Yes,Yes
5726-CBTFI,Male,0,Yes,No,11,Month-to-month,Yes,Bank transfer (automatic),42.33,450.86,No,No,No
7400-POVLX,Male,0,No,No,8,One year,Yes,Credit card (automatic),96.5,784.15,No,Yes,Yes
3952-MTGKN,Male,0,No,Yes,39,One year,No,Credit card (automatic),96.18,3800.75,No,No,Yes
8534-CATJJ,Female,1,Yes,Yes,18,Month-to-month,No,Bank transfer (automatic),81.22,1447.2,No,Yes,Yes
8863-WOLJS,Female,0,Yes,Yes,48,Month-to-month,Yes,Electronic check,92.91,4486.37,No,No,No
6299-LHXWD,Female,1,No,No,62,One year,No,Electronic check,93.19,5758.59,No,No,Yes
4717-VYTRB,Female,0,No,No,40,One year,Yes,Mailed check,67.09,2713.26,No,No,No
4954-KSJWF,Female,0,Yes,No,28,Month-to-month,No,Bank transfer (automatic),25.01,690.28,No,Yes,Yes
4622-OIPCL,Male,1,No,No,72,Month-to-month,No,Electronic check,32.26,2283.98,Yes,No,Yes
7115-XDLGC,Female,0,Yes,Yes,21,Month-to-month,Yes,Electronic check,73.52,1545.07,No,No,Yes
9071-UVQMK,Male,0,No,No,47,Month-to-month,Yes,Credit card (automatic),51.22,2467.44,No,No,Yes
8176-HSMKN,Female,0,Yes,No,64,Month-to-month,No,Mailed check,74.39,4745.17,Yes,Yes,No
0118-UTFDA,Male,1,No,No,19,One year,Yes,Electronic check,101.56,1947.44,Yes,No,Yes
1708-VXJXK,Female,0,Yes,No,62,Two year,Yes,Bank transfer (automatic),98.34,6089.04,No,Yes,No
8035-MVHWM,Male,0,No,No,30,Month-to-month,Yes,Bank transfer (automatic),32.44,972.4,Yes,No,No
4288-KZZGX,Female,0,No,Yes,63,Month-to-month,Yes,Electronic check,112.32,7062.98,No,Yes,No
5530-QHGJH,Female,0,No,No,20,Two year,No,Mailed check,78.29,1514.67,No,No,Yes
1604-FKQJM,Female,0,No,No,34,One year,No,Mailed check,101.68,3335.71,No,Yes,No
8681-MTSNF,Female,1,No,Yes,5,Month-to-month,Yes,Mailed check,83.98,389.48,No,Yes,Yes
8629-BAZXU,Male,0,No,No,37,Month-to-month,No,Electronic check,28.28,1036.33,No,Yes,No
2712-FRFSL,Male,0,Yes,No,56,Month-to-month,No,Electronic check,29.44,1675.77,Yes,Yes,Yes
9943-FTJTG,Male,0,No,No,15,One year,Yes,Credit card (automatic),25.76,424.17,No,Yes,Yes
5376-YJCMD,Male,0,No,No,71,Two year,No,Bank transfer (automatic),53.08,3709.06,Yes,No,No
9125-QFDWN,Male,0,Yes,No,11,One year,Yes,Electronic check,93.23,927.44,No,No,Yes
8574-JCOMO,Female,1,Yes,No,15,Two year,Yes,Bank transfer (automatic),39.32,472.99,No,Yes,Yes
1533-HCPLJ,Male,0,No,No,65,Month-to-month,Yes,Mailed check,97.29,6291.65,Yes,Yes,Yes
4910-MBRSK,Male,0,Yes,No,47,Two year,Yes,Credit card (automatic),94.41,4370.25,No,Yes,Yes
0204-SIBJW,Female,1,Yes,Yes,47,Month-to-month,No,Credit card (automatic),33.4,1583.67,No,Yes,No
6895-SXPEZ,Male,0,No,No,11,Month-to-month,No,Bank transfer (automatic),55.45,625.53,No,Yes,No
8237-FBVNS,Female,1,No,No,67,Two year,Yes,Bank transfer (automatic),31.08,2115.78,No,No,Yes
5277-GBWLN,Female,1,No,No,10,Month-to-month,Yes,Credit card (automatic),32.38,319.34,No,No,No
2759-RJTJF,Male,0,Yes,Yes,1,One year,Yes,Mailed check,52.29,38.33,No,No,Yes
8476-PJTGS,Female,0,No,No,66,Month-to-month,No,Credit card (automatic),25.34,1585.05,No,Yes,No
6996-RSBXO,Male,0,No,No,57,Two year,Yes,Bank transfer (automatic),31.06,1680.83,No,No,No
2246-WWCSF,Male,0,No,No,54,One year,Yes,Electronic check,57.8,3083.64,No,No,Yes
6287-BURNT,Female,0,No,No,69,Two year,Yes,Credit card (automatic),103.12,7107.85,No,No,Yes
2577-HACKE,Female,0,No,No,40,Month-to-month,No,Bank transfer (automatic),112.82,4575.92,No,No,No
5420-MYMON,Female,0,Yes,No,35,Two year,Yes,Credit card (automatic),77.46,2786.05,No,Yes,Yes
0036-XSXSD,Male,0,No,No,62,Month-to-month,No,Bank transfer (automatic),29.17,1824.72,No,Yes,Yes
5615-XJZIH,Female,0,No,No,31,Month-to-month,Yes,Credit card (automatic),82.81,2609.5,No,No,No
4214-ZAAPP,Female,0,Yes,Yes,35,Month-to-month,No,Mailed check,51.66,1750.76,No,No,No
2343-IEYPT,Female,0,No,No,2,Month-to-month,Yes,Electronic check,100.35,170.75,No,No,Yes
7800-FRTUD,Female,1,Yes,Yes,32,Two year,No,Credit card (automatic),67.89,2206.7,No,Yes,No
9278-RTJJA,Male,0,No,Yes,4,Month-to-month,No,Electronic check,31.45,55.79,No,Yes,No
7863-RLDYR,Female,0,Yes,No,50,Month-to-month,Yes,Electronic check,76.69,3849.68,No,No,Yes
7561-KYPWF,Male,1,No,No,39,Month-to-month,Yes,Bank transfer (automatic),91.96,3590.84,No,No,No
5739-FAFHB,Male,0,No,No,65,Two year,No,Electronic check,107.69,7073.98,No,Yes,No
4572-LLJYY,Female,0,No,No,8,Month-to-month,No,Bank transfer (automatic),97.42,825.0,Yes,No,No
0470-WUCSG,Female,0,No,No,67,Month-to-month,Yes,Bank transfer (automatic),61.41,4044.2,No,Yes,No
2019-ZSQKI,Male,0,Yes,No,42,Month-to-month,Yes,Electronic check,92.46,3801.54,No,No,No
2666-CSFSD,Female,0,Yes,No,44,Month-to-month,Yes,Electronic check,88.43,3840.45,Yes,Yes,No
5211-QVMRE,Male,0,Yes,No,60,Month-to-month,Yes,Credit card (automatic),51.97,3099.05,No,No,No
1331-FBXFD,Male,0,No,No,36,Month-to-month,No,Electronic check,36.17,1314.99,Yes,Yes,Yes
2991-NRJNZ,Male,0,No,No,60,One year,Yes,Bank transfer (automatic),98.85,5789.79,No,No,No
0262-UNTKR,Male,0,Yes,Yes,35,Month-to-month,Yes,Bank transfer (automatic),119.1,4203.1,No,No,No
2717-DXCFZ,Female,0,No,Yes,7,Two year,Yes,Credit card (automatic),54.66,338.78,No,No,No
8190-EJQCP,Male,0,Yes,Yes,47,One year,No,Bank transfer (automatic),53.69,2546.07,No,No,Yes
3061-FAVSN,Male,0,Yes,No,13,Month-to-month,No,Electronic check,50.38,622.64,No,No,No
9185-QISIH,Female,0,Yes,No,52,Month-to-month,Yes,Electronic check,24.68,1304.89,Yes,No,No
9072-RHYIF,Female,0,Yes,Yes,48,One year,Yes,Credit card (automatic),66.27,3114.43,No,No,No
1150-HIVPR,Female,0,Yes,No,31,One year,Yes,Electronic check,63.12,1933.97,No,Yes,Yes
2888-QDDLO,Male,0,No,No,68,Month-to-month,Yes,Bank transfer (automatic),57.28,3793.8,Yes,No,Yes
4824-ZXFGX,Female,0,Yes,No,42,Month-to-month,Yes,Mailed check,104.92,4387.45,No,Yes,Yes
8941-BDOMZ,Female,0,No,Yes,35,Month-to-month,Yes,Bank transfer (automatic),117.92,4102.8,Yes,Yes,Yes
5543-KBXOS,Female,1,Yes,Yes,5,Month-to-month,Yes,Mailed check,29.18,147.88,Yes,No,No
9290-AHWHO,Female,0,Yes,No,23,Month-to-month,Yes,Bank transfer (automatic),119.36,2767.69,No,No,No
8552-ZEAOZ,Female,0,No,No,5,Month-to-month,Yes,Credit card (automatic),92.33,486.06,Yes,Yes,No
6544-XYAXG,Female,0,No,No,17,One year,Yes,Bank transfer (automatic),46.28,768.38,Yes,No,No
1154-MJRVV,Female,0,No,No,26,Month-to-month,Yes,Electronic check,110.62,2896.07,Yes,No,No
1112-MDBOJ,Male,0,No,No,39,Month-to-month,No,Bank transfer (automatic),77.8,3003.69,No,Yes,No
1267-NCYJJ,Female,0,Yes,No,26,One year,Yes,Bank transfer (automatic),94.4,2436.79,Yes,Yes,No
7168-APTWV,Male,1,Yes,Yes,34,Two year,No,Credit card (automatic),44.57,1564.97,No,Yes,No
